"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20231","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","11","95","1","","","","66","30","","","","","","42","105895604"
"20232","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","11","95","1","","","","66","30","","","","","","42","105895604"
"20233","R","전통시장","3130200","신월7동 골목시장(약수시장, 우성상가)","11","95","1","","","","66","30","","","","","","42","105895604"
"20231","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","5","24","15","","","","1","36","2","","","","","60","164975714"
"20232","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","5","24","15","","","","1","36","2","","","","","60","164975714"
"20233","R","전통시장","3130123","꿈의숲 장곡 골목형상점가","5","24","15","","","","1","36","2","","","","","60","164975714"
"20231","R","전통시장","3130201","월정로시장","24","214","15","","1","","61","150","19","","","","","48","116486105"
"20232","R","전통시장","3130201","월정로시장","24","214","15","","1","","61","150","19","","","","","48","116486105"
"20233","R","전통시장","3130201","월정로시장","24","214","15","","1","","61","150","19","","","","","48","116486105"
"20231","R","전통시장","3130202","신영시장","11","82","12","","","","18","67","9","","","","","48","128622844"
"20232","R","전통시장","3130202","신영시장","11","82","12","","","","18","67","9","","","","","48","128622844"
"20233","R","전통시장","3130202","신영시장","11","82","12","","","","18","67","9","","","","","48","128622844"
"20231","R","전통시장","3130203","서서울 골목형상점가","3","18","2","2","","","18","2","2","","","","","56","113388889"
"20232","R","전통시장","3130203","서서울 골목형상점가","3","18","2","2","","","18","2","2","","","","","56","113388889"
"20233","R","전통시장","3130203","서서울 골목형상점가","3","18","2","2","","","18","2","2","","","","","56","113388889"
"20231","R","전통시장","3130204","경창시장","14","139","19","2","","","19","125","16","","","","","57","151858250"
"20232","R","전통시장","3130204","경창시장","14","139","19","2","","","19","125","16","","","","","57","151858250"
"20233","R","전통시장","3130204","경창시장","14","139","19","2","","","19","125","16","","","","","57","151858250"
"20231","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","2","18","","","","","","11","7","","","","","35","188220779"
"20232","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","2","18","","","","","","11","7","","","","","35","188220779"
"20233","R","전통시장","3130207","신정1동 골목시장(신정제일시장)","2","18","","","","","","11","7","","","","","35","188220779"
"20231","R","전통시장","3130208","목동깨비시장(목3동시장)","12","73","23","3","1","","","51","25","12","10","2","","55","228480556"
"20232","R","전통시장","3130208","목동깨비시장(목3동시장)","12","73","23","3","1","","","51","25","12","10","2","","55","228480556"
"20233","R","전통시장","3130208","목동깨비시장(목3동시장)","12","73","23","3","1","","","51","25","12","10","2","","55","228480556"
"20231","R","전통시장","3130036","중부시장(신중부시장)","1","11","","","","","","10","1","","","","","16","159090909"
"20232","R","전통시장","3130036","중부시장(신중부시장)","1","11","","","","","","10","1","","","","","16","159090909"
"20233","R","전통시장","3130036","중부시장(신중부시장)","1","11","","","","","","10","1","","","","","16","159090909"
"20231","R","전통시장","3130042","약수시장","7","33","27","2","","","1","21","38","2","","","","63","217221140"
"20232","R","전통시장","3130042","약수시장","7","33","27","2","","","1","21","38","2","","","","63","217221140"
"20233","R","전통시장","3130042","약수시장","7","33","27","2","","","1","21","38","2","","","","63","217221140"
"20231","R","전통시장","3130122","밤나무골시장","2","22","","","","","20","2","","","","","","51","82209167"
"20232","R","전통시장","3130122","밤나무골시장","2","22","","","","","20","2","","","","","","51","82209167"
"20233","R","전통시장","3130122","밤나무골시장","2","22","","","","","20","2","","","","","","51","82209167"
"20231","R","전통시장","3130191","홍대 걷고싶은 거리","5","33","","1","","","15","18","","1","","","","38","121035833"
"20232","R","전통시장","3130191","홍대 걷고싶은 거리","5","33","","1","","","15","18","","1","","","","38","121035833"
"20233","R","전통시장","3130191","홍대 걷고싶은 거리","5","33","","1","","","15","18","","1","","","","38","121035833"
"20231","R","전통시장","3130193","신수시장","2","15","","","","","","6","9","","","","","41","213187500"
"20232","R","전통시장","3130193","신수시장","2","15","","","","","","6","9","","","","","41","213187500"
"20233","R","전통시장","3130193","신수시장","2","15","","","","","","6","9","","","","","41","213187500"
"20231","R","전통시장","3130212","공항시장","2","18","","","","","7","","11","","","","","38","178994156"
"20232","R","전통시장","3130212","공항시장","2","18","","","","","7","","11","","","","","38","178994156"
"20233","R","전통시장","3130212","공항시장","2","18","","","","","7","","11","","","","","38","178994156"
"20231","R","전통시장","3130213","방신전통시장","3","10","24","","","","9","1","","12","12","","","63","287294444"
"20232","R","전통시장","3130213","방신전통시장","3","10","24","","","","9","1","","12","12","","","63","287294444"
"20233","R","전통시장","3130213","방신전통시장","3","10","24","","","","9","1","","12","12","","","63","287294444"
"20231","R","전통시장","3130214","송화벽화시장(송화골목시장)","12","133","15","","","","12","99","36","1","","","","44","171498067"
"20232","R","전통시장","3130214","송화벽화시장(송화골목시장)","12","133","15","","","","12","99","36","1","","","","44","171498067"
"20233","R","전통시장","3130214","송화벽화시장(송화골목시장)","12","133","15","","","","12","99","36","1","","","","44","171498067"
"20231","R","전통시장","3130125","장위전통시장","3","14","2","1","","","","12","5","","","","","53","191750000"
"20232","R","전통시장","3130125","장위전통시장","3","14","2","1","","","","12","5","","","","","53","191750000"
"20233","R","전통시장","3130125","장위전통시장","3","14","2","1","","","","12","5","","","","","53","191750000"
"20231","R","전통시장","3130128","돌곶이시장(석관황금시장)","5","46","","","","","1","44","1","","","","","42","157198182"
"20232","R","전통시장","3130128","돌곶이시장(석관황금시장)","5","46","","","","","1","44","1","","","","","42","157198182"
"20233","R","전통시장","3130128","돌곶이시장(석관황금시장)","5","46","","","","","1","44","1","","","","","42","157198182"
"20231","R","전통시장","3130129","장미원골목시장","43","381","17","","","","31","345","22","","","","","49","146017931"
"20232","R","전통시장","3130129","장미원골목시장","43","381","17","","","","31","345","22","","","","","49","146017931"
"20233","R","전통시장","3130129","장미원골목시장","43","381","17","","","","31","345","22","","","","","49","146017931"
"20231","R","전통시장","3130130","수유북부골목시장","1","1","10","1","","","","12","","","","","","81","135083333"
"20232","R","전통시장","3130130","수유북부골목시장","1","1","10","1","","","","12","","","","","","81","135083333"
"20233","R","전통시장","3130130","수유북부골목시장","1","1","10","1","","","","12","","","","","","81","135083333"
"20231","R","전통시장","3130209","목사랑시장(목4동시장)","26","142","80","2","","","13","142","45","19","5","","","59","187749361"
"20232","R","전통시장","3130209","목사랑시장(목4동시장)","26","142","80","2","","","13","142","45","19","5","","","59","187749361"
"20233","R","전통시장","3130209","목사랑시장(목4동시장)","26","142","80","2","","","13","142","45","19","5","","","59","187749361"
"20231","R","전통시장","3130210","목2동시장","21","187","18","","6","","17","139","49","6","","","","46","173793846"
"20232","R","전통시장","3130210","목2동시장","21","187","18","","6","","17","139","49","6","","","","46","173793846"
"20233","R","전통시장","3130210","목2동시장","21","187","18","","6","","17","139","49","6","","","","46","173793846"
"20231","R","전통시장","3130211","신정2동 골목시장(오목교중앙시장)","5","38","27","","","","1","13","27","","24","","","57","287984259"
"20232","R","전통시장","3130211","신정2동 골목시장(오목교중앙시장)","5","38","27","","","","1","13","27","","24","","","57","287984259"
"20233","R","전통시장","3130211","신정2동 골목시장(오목교중앙시장)","5","38","27","","","","1","13","27","","24","","","57","287984259"
"20231","U","관광특구","3001491","이태원 관광특구","53","208","116","35","36","36","4","53","58","110","91","43","72","78","448610798"
"20232","U","관광특구","3001491","이태원 관광특구","53","208","116","35","36","36","4","53","58","110","91","43","72","78","448610798"
"20232","A","골목상권","3110874","원신초등학교(구세군관악영문교회)","8","42","22","3","","","","8","36","23","","","","60","255406250"
"20233","A","골목상권","3110874","원신초등학교(구세군관악영문교회)","8","42","22","3","","","","8","36","23","","","","60","255406250"
"20231","A","골목상권","3110875","보라매동주민센터(당곡고등학교)","53","311","126","9","","2","29","268","148","3","","","","60","179394946"
"20231","A","골목상권","3111068","강동성심병원","1","","8","4","","","","","","","","12","","90","535166667"
"20231","D","발달상권","3120018","중림동","4","35","","","","","","31","3","1","","","","27","169710227"
"20231","D","발달상권","3120087","응암역","41","229","80","2","","","56","198","45","","12","","","52","151094241"
