기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
20232,A,골목상권,3110698,개웅초등학교(개웅중학교),594,4611,1093,19,0,0,672,4595,360,51,45,0,0,54,150651917
20233,A,골목상권,3110698,개웅초등학교(개웅중학교),594,4611,1093,19,0,0,672,4595,360,51,45,0,0,54,150651917
20231,A,골목상권,3110748,백산초등학교,142,1225,234,13,0,0,105,1087,185,11,15,57,12,52,171678327
20232,A,골목상권,3110748,백산초등학교,142,1225,234,13,0,0,105,1087,185,11,15,57,12,52,171678327
20233,A,골목상권,3110748,백산초등학교,142,1225,234,13,0,0,105,1087,185,11,15,57,12,52,171678327
20231,A,골목상권,3110620,목동보건지소,676,4562,1150,113,71,0,506,3959,718,256,153,123,181,55,185630858
20232,A,골목상권,3110620,목동보건지소,676,4562,1150,113,71,0,506,3959,718,256,153,123,181,55,185630858
20233,A,골목상권,3110620,목동보건지소,676,4562,1150,113,71,0,506,3959,718,256,153,123,181,55,185630858
20231,A,골목상권,3110621,목동역 5번,40,166,129,85,65,4,0,12,11,7,4,21,394,87,995027538
20232,A,골목상권,3110621,목동역 5번,40,166,129,85,65,4,0,12,11,7,4,21,394,87,995027538
20233,A,골목상권,3110621,목동역 5번,40,166,129,85,65,4,0,12,11,7,4,21,394,87,995027538
20231,A,골목상권,3110622,달마을공원,499,3620,767,115,25,5,366,2990,744,62,26,66,278,53,194547094
20232,A,골목상권,3110622,달마을공원,499,3620,767,115,25,5,366,2990,744,62,26,66,278,53,194547094
20233,A,골목상권,3110622,달마을공원,499,3620,767,115,25,5,366,2990,744,62,26,66,278,53,194547094
20231,A,골목상권,3110635,공항시장역 3번,159,989,330,51,0,0,57,546,343,222,58,0,144,54,278298182
20232,A,골목상권,3110635,공항시장역 3번,159,989,330,51,0,0,57,546,343,222,58,0,144,54,278298182
20233,A,골목상권,3110635,공항시장역 3번,159,989,330,51,0,0,57,546,343,222,58,0,144,54,278298182
20231,A,골목상권,3110636,방화역 2번,106,673,278,68,24,0,109,428,110,187,114,95,0,58,232046578
20232,A,골목상권,3110636,방화역 2번,106,673,278,68,24,0,109,428,110,187,114,95,0,58,232046578
20233,A,골목상권,3110636,방화역 2번,106,673,278,68,24,0,109,428,110,187,114,95,0,58,232046578
20231,A,골목상권,3110637,송정역 2번,113,806,215,3,1,0,94,558,221,120,32,0,0,49,195588407
20232,A,골목상권,3110637,송정역 2번,113,806,215,3,1,0,94,558,221,120,32,0,0,49,195588407
20233,A,골목상권,3110637,송정역 2번,113,806,215,3,1,0,94,558,221,120,32,0,0,49,195588407
20231,A,골목상권,3110638,신방화역 2번,262,1954,651,73,0,0,281,1475,295,266,227,95,39,53,206962576
20232,A,골목상권,3110638,신방화역 2번,262,1954,651,73,0,0,281,1475,295,266,227,95,39,53,206962576
20233,A,골목상권,3110638,신방화역 2번,262,1954,651,73,0,0,281,1475,295,266,227,95,39,53,206962576
20231,A,골목상권,3111026,문정역 2번,341,2532,539,52,2,0,170,1095,1042,380,164,109,165,48,258246247
20232,A,골목상권,3111026,문정역 2번,341,2532,539,52,2,0,170,1095,1042,380,164,109,165,48,258246247
20233,A,골목상권,3111026,문정역 2번,341,2532,539,52,2,0,170,1095,1042,380,164,109,165,48,258246247
20231,A,골목상권,3111027,문정초등학교,396,2892,549,103,86,26,204,1251,1241,432,150,55,323,52,279534013
20232,A,골목상권,3111027,문정초등학교,396,2892,549,103,86,26,204,1251,1241,432,150,55,323,52,279534013
20233,A,골목상권,3111027,문정초등학교,396,2892,549,103,86,26,204,1251,1241,432,150,55,323,52,279534013
20231,A,골목상권,3111025,경찰병원역 3번,275,1855,400,76,23,15,153,947,719,133,94,46,277,51,266575094
20232,A,골목상권,3111025,경찰병원역 3번,275,1855,400,76,23,15,153,947,719,133,94,46,277,51,266575094
20233,A,골목상권,3111025,경찰병원역 3번,275,1855,400,76,23,15,153,947,719,133,94,46,277,51,266575094
20231,A,골목상권,3110830,상도초등학교,351,2249,663,28,67,0,217,1541,944,66,1,27,211,56,211311509
20232,A,골목상권,3110830,상도초등학교,351,2249,663,28,67,0,217,1541,944,66,1,27,211,56,211311509
20233,A,골목상권,3110830,상도초등학교,351,2249,663,28,67,0,217,1541,944,66,1,27,211,56,211311509
20231,A,골목상권,3110831,상도4동주민센터,284,1879,591,66,95,0,154,1277,860,45,32,76,187,57,226516346
20232,A,골목상권,3110831,상도4동주민센터,284,1879,591,66,95,0,154,1277,860,45,32,76,187,57,226516346
20233,A,골목상권,3110831,상도4동주민센터,284,1879,591,66,95,0,154,1277,860,45,32,76,187,57,226516346
20231,A,골목상권,3110880,신림역 1번,132,989,224,8,0,0,165,631,289,74,62,0,0,49,177238112
20232,A,골목상권,3110880,신림역 1번,132,989,224,8,0,0,165,631,289,74,62,0,0,49,177238112
20233,A,골목상권,3110880,신림역 1번,132,989,224,8,0,0,165,631,289,74,62,0,0,49,177238112
20231,A,골목상권,3110881,구립대학경로당(관악산샘말공원),161,1104,477,17,0,0,296,778,301,160,58,5,0,56,170686296
20232,A,골목상권,3110881,구립대학경로당(관악산샘말공원),161,1104,477,17,0,0,296,778,301,160,58,5,0,56,170686296
20233,A,골목상권,3110881,구립대학경로당(관악산샘말공원),161,1104,477,17,0,0,296,778,301,160,58,5,0,56,170686296
20231,A,골목상권,3110882,신성초등학교,159,1124,163,51,0,0,368,713,166,12,49,30,0,50,147508097
20232,A,골목상권,3110882,신성초등학교,159,1124,163,51,0,0,368,713,166,12,49,30,0,50,147508097
20233,A,골목상권,3110882,신성초등학교,159,1124,163,51,0,0,368,713,166,12,49,30,0,50,147508097
20231,A,골목상권,3110942,염곡동 구룡사(포이동성당),397,2666,927,76,64,9,10,819,1364,1001,325,153,70,55,297213731
20232,A,골목상권,3110942,염곡동 구룡사(포이동성당),397,2666,927,76,64,9,10,819,1364,1001,325,153,70,55,297213731
20233,A,골목상권,3110942,염곡동 구룡사(포이동성당),397,2666,927,76,64,9,10,819,1364,1001,325,153,70,55,297213731
20231,A,골목상권,3110943,법제교육센터(버들어린이공원),222,1568,534,31,33,9,8,487,766,647,136,94,37,55,299167569
20232,A,골목상권,3110943,법제교육센터(버들어린이공원),222,1568,534,31,33,9,8,487,766,647,136,94,37,55,299167569
20233,A,골목상권,3110943,법제교육센터(버들어린이공원),222,1568,534,31,33,9,8,487,766,647,136,94,37,55,299167569
20231,A,골목상권,3110944,서울나래학교(염곡어린이공원),1,0,0,0,0,7,0,0,0,0,0,0,7,219,1479444444
20232,A,골목상권,3110944,서울나래학교(염곡어린이공원),1,0,0,0,0,7,0,0,0,0,0,0,7,219,1479444444
20233,A,골목상권,3110944,서울나래학교(염곡어린이공원),1,0,0,0,0,7,0,0,0,0,0,0,7,219,1479444444
20231,A,골목상권,3110968,강남구청역 2번,104,577,131,73,57,91,0,155,271,151,52,35,265,77,636518429
20232,A,골목상권,3110968,강남구청역 2번,104,577,131,73,57,91,0,155,271,151,52,35,265,77,636518429
20233,A,골목상권,3110968,강남구청역 2번,104,577,131,73,57,91,0,155,271,151,52,35,265,77,636518429
20231,A,골목상권,3110969,베르사이유1아파트,85,617,168,50,7,53,8,301,200,101,106,52,127,61,367448305
20232,A,골목상권,3110969,베르사이유1아파트,85,617,168,50,7,53,8,301,200,101,106,52,127,61,367448305
20233,A,골목상권,3110969,베르사이유1아파트,85,617,168,50,7,53,8,301,200,101,106,52,127,61,367448305
20231,A,골목상권,3110970,학동초등학교,146,896,200,143,50,74,3,253,443,187,105,67,305,68,491466340
20232,A,골목상권,3110970,학동초등학교,146,896,200,143,50,74,3,253,443,187,105,67,305,68,491466340
20233,A,골목상권,3110970,학동초등학교,146,896,200,143,50,74,3,253,443,187,105,67,305,68,491466340
20231,A,골목상권,3110971,선정릉역 4번,260,2108,248,172,18,19,33,915,942,297,120,92,166,49,306791327
20232,A,골목상권,3110971,선정릉역 4번,260,2108,248,172,18,19,33,915,942,297,120,92,166,49,306791327
20233,A,골목상권,3110971,선정릉역 4번,260,2108,248,172,18,19,33,915,942,297,120,92,166,49,306791327
20231,A,골목상권,3110972,강남세브란스병원미래의학연구센터,175,1267,299,131,42,24,13,460,477,364,164,101,184,56,384308951
20232,A,골목상권,3110972,강남세브란스병원미래의학연구센터,175,1267,299,131,42,24,13,460,477,364,164,101,184,56,384308951
20233,A,골목상권,3110972,강남세브란스병원미래의학연구센터,175,1267,299,131,42,24,13,460,477,364,164,101,184,56,384308951
20231,A,골목상권,3110973,강남구청역 4번,99,408,252,200,101,21,7,127,114,78,58,57,541,79,786957515
20232,A,골목상권,3110973,강남구청역 4번,99,408,252,200,101,21,7,127,114,78,58,57,541,79,786957515
20233,A,골목상권,3110973,강남구청역 4번,99,408,252,200,101,21,7,127,114,78,58,57,541,79,786957515
20231,A,골목상권,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),124,965,239,25,1,11,28,406,517,148,35,20,87,54,263695970
20232,A,골목상권,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),124,965,239,25,1,11,28,406,517,148,35,20,87,54,263695970
20233,A,골목상권,3111037,Sh수협은행 오금동금융센터(아랫말어린이공원),124,965,239,25,1,11,28,406,517,148,35,20,87,54,263695970
20231,A,골목상권,3111017,송파나루역 3번,390,2851,524,27,20,13,132,1211,1550,473,33,11,25,49,227458713
20232,A,골목상권,3111017,송파나루역 3번,390,2851,524,27,20,13,132,1211,1550,473,33,11,25,49,227458713
20233,A,골목상권,3111017,송파나루역 3번,390,2851,524,27,20,13,132,1211,1550,473,33,11,25,49,227458713
20231,A,골목상권,3111018,풍납초등학교(풍납백제문화공원),82,384,279,37,0,0,42,250,192,39,41,55,81,58,263029188
20232,A,골목상권,3111018,풍납초등학교(풍납백제문화공원),82,384,279,37,0,0,42,250,192,39,41,55,81,58,263029188
20233,A,골목상권,3111018,풍납초등학교(풍납백제문화공원),82,384,279,37,0,0,42,250,192,39,41,55,81,58,263029188
20231,A,골목상권,3111041,거여역 8번,91,656,136,13,0,1,23,370,220,72,26,48,47,48,241378941
20232,A,골목상권,3111041,거여역 8번,91,656,136,13,0,1,23,370,220,72,26,48,47,48,241378941
20233,A,골목상권,3111041,거여역 8번,91,656,136,13,0,1,23,370,220,72,26,48,47,48,241378941
20231,A,골목상권,3111042,거여역 1번(거여공원),303,2094,434,22,3,1,50,1284,796,210,83,92,39,51,218118459
20232,A,골목상권,3111042,거여역 1번(거여공원),303,2094,434,22,3,1,50,1284,796,210,83,92,39,51,218118459
20233,A,골목상권,3111042,거여역 1번(거여공원),303,2094,434,22,3,1,50,1284,796,210,83,92,39,51,218118459
20231,A,골목상권,3110848,양지어린이공원,374,2423,616,30,4,0,137,1191,1384,277,23,22,39,50,217663843
20232,A,골목상권,3110848,양지어린이공원,374,2423,616,30,4,0,137,1191,1384,277,23,22,39,50,217663843
20233,A,골목상권,3110848,양지어린이공원,374,2423,616,30,4,0,137,1191,1384,277,23,22,39,50,217663843
20231,A,골목상권,3111077,길동주민센터(강동도서관),485,3131,1408,74,16,25,402,2103,1195,501,158,119,176,54,217250109
20232,A,골목상권,3111077,길동주민센터(강동도서관),485,3131,1408,74,16,25,402,2103,1195,501,158,119,176,54,217250109
20233,A,골목상권,3111077,길동주민센터(강동도서관),485,3131,1408,74,16,25,402,2103,1195,501,158,119,176,54,217250109
20231,A,골목상권,3111028,문현중학교(장지역 1번),197,1451,351,37,1,0,78,587,609,234,98,37,197,49,288438619
20232,A,골목상권,3111028,문현중학교(장지역 1번),197,1451,351,37,1,0,78,587,609,234,98,37,197,49,288438619
20233,A,골목상권,3111028,문현중학교(장지역 1번),197,1451,351,37,1,0,78,587,609,234,98,37,197,49,288438619
20231,A,골목상권,3111050,강동구청(강동구청역 2번),105,733,178,22,1,1,103,428,162,47,41,62,92,50,248153883
20232,A,골목상권,3111050,강동구청(강동구청역 2번),105,733,178,22,1,1,103,428,162,47,41,62,92,50,248153883
20233,A,골목상권,3111050,강동구청(강동구청역 2번),105,733,178,22,1,1,103,428,162,47,41,62,92,50,248153883
20231,A,골목상권,3111051,천호역 6번,236,1657,330,24,1,0,143,878,612,73,100,108,98,48,230863702
20232,A,골목상권,3111051,천호역 6번,236,1657,330,24,1,0,143,878,612,73,100,108,98,48,230863702
20233,A,골목상권,3111051,천호역 6번,236,1657,330,24,1,0,143,878,612,73,100,108,98,48,230863702
20231,A,골목상권,3111052,암사역 3번(천호동자전거거리),276,1987,607,42,12,2,187,1109,786,121,53,76,318,51,258130292
20232,A,골목상권,3111052,암사역 3번(천호동자전거거리),276,1987,607,42,12,2,187,1109,786,121,53,76,318,51,258130292
20233,A,골목상권,3111052,암사역 3번(천호동자전거거리),276,1987,607,42,12,2,187,1109,786,121,53,76,318,51,258130292
20231,A,골목상권,3111053,성내천어린이공원(하니사랑길),246,1487,831,55,48,84,80,869,768,276,189,95,228,64,283213722
20232,A,골목상권,3111053,성내천어린이공원(하니사랑길),246,1487,831,55,48,84,80,869,768,276,189,95,228,64,283213722
20233,A,골목상권,3111053,성내천어린이공원(하니사랑길),246,1487,831,55,48,84,80,869,768,276,189,95,228,64,283213722
20231,A,골목상권,3110823,신대방삼거리역 3번,219,1159,689,40,35,17,157,827,598,123,74,91,70,60,227019194
20232,A,골목상권,3110823,신대방삼거리역 3번,219,1159,689,40,35,17,157,827,598,123,74,91,70,60,227019194
20233,A,골목상권,3110823,신대방삼거리역 3번,219,1159,689,40,35,17,157,827,598,123,74,91,70,60,227019194
20231,A,골목상권,3110824,대방역 3번,51,270,250,6,13,0,23,60,94,53,59,77,173,64,444310440
20232,A,골목상권,3110824,대방역 3번,51,270,250,6,13,0,23,60,94,53,59,77,173,64,444310440
20233,A,골목상권,3110824,대방역 3번,51,270,250,6,13,0,23,60,94,53,59,77,173,64,444310440
20231,A,골목상권,3110825,신대방삼거리역 1번,651,3916,1752,41,21,2,485,3442,1505,118,73,51,58,57,181626289
20232,A,골목상권,3110825,신대방삼거리역 1번,651,3916,1752,41,21,2,485,3442,1505,118,73,51,58,57,181626289
20233,A,골목상권,3110825,신대방삼거리역 1번,651,3916,1752,41,21,2,485,3442,1505,118,73,51,58,57,181626289
20231,A,골목상권,3110871,신원동주민센터,90,646,78,8,1,0,171,426,86,14,26,10,0,46,153822250
20232,A,골목상권,3110871,신원동주민센터,90,646,78,8,1,0,171,426,86,14,26,10,0,46,153822250
20233,A,골목상권,3110871,신원동주민센터,90,646,78,8,1,0,171,426,86,14,26,10,0,46,153822250
20231,A,골목상권,3110849,이수역 10번,131,703,279,137,8,0,67,374,210,89,39,47,301,57,343638063
20232,A,골목상권,3110849,이수역 10번,131,703,279,137,8,0,67,374,210,89,39,47,301,57,343638063
20233,A,골목상권,3110849,이수역 10번,131,703,279,137,8,0,67,374,210,89,39,47,301,57,343638063
20231,A,골목상권,3110898,청림동주민센터(상도중학교),107,483,397,224,3,0,26,230,195,106,156,257,137,70,360821777
20232,A,골목상권,3110898,청림동주민센터(상도중학교),107,483,397,224,3,0,26,230,195,106,156,257,137,70,360821777
20233,A,골목상권,3110898,청림동주민센터(상도중학교),107,483,397,224,3,0,26,230,195,106,156,257,137,70,360821777
20231,A,골목상권,3110899,낙성대역 5번(관악중학교),146,926,221,48,3,0,165,727,204,36,33,11,22,53,173757627
20232,A,골목상권,3110899,낙성대역 5번(관악중학교),146,926,221,48,3,0,165,727,204,36,33,11,22,53,173757627
20233,A,골목상권,3110899,낙성대역 5번(관악중학교),146,926,221,48,3,0,165,727,204,36,33,11,22,53,173757627
20231,A,골목상권,3111029,오금역 4번,132,796,317,39,35,12,34,352,340,169,81,35,188,58,309367947
20232,A,골목상권,3111029,오금역 4번,132,796,317,39,35,12,34,352,340,169,81,35,188,58,309367947
20233,A,골목상권,3111029,오금역 4번,132,796,317,39,35,12,34,352,340,169,81,35,188,58,309367947
20231,A,골목상권,3111030,방이역 2번,124,729,254,157,37,38,28,384,361,166,25,3,248,66,374386309
20233,A,골목상권,3110764,문래역 3번,18,100,89,0,12,0,5,38,40,6,5,14,93,66,436397206
20232,A,골목상권,3111030,방이역 2번,124,729,254,157,37,38,28,384,361,166,25,3,248,66,374386309
20233,A,골목상권,3111030,방이역 2번,124,729,254,157,37,38,28,384,361,166,25,3,248,66,374386309
20231,A,골목상권,3110856,미성초등학교,187,1351,303,90,73,0,125,900,479,44,13,126,130,55,228105583
20232,A,골목상권,3110856,미성초등학교,187,1351,303,90,73,0,125,900,479,44,13,126,130,55,228105583
20233,A,골목상권,3110856,미성초등학교,187,1351,303,90,73,0,125,900,479,44,13,126,130,55,228105583
20231,A,골목상권,3110857,미성동주민센터,190,1377,352,36,13,0,177,991,429,108,28,33,12,54,180140574
20232,A,골목상권,3110857,미성동주민센터,190,1377,352,36,13,0,177,991,429,108,28,33,12,54,180140574
20233,A,골목상권,3110857,미성동주민센터,190,1377,352,36,13,0,177,991,429,108,28,33,12,54,180140574
20231,A,골목상권,3110858,신대방역 1번,68,491,130,1,0,0,102,370,138,4,8,0,0,47,165322011
20232,A,골목상권,3110858,신대방역 1번,68,491,130,1,0,0,102,370,138,4,8,0,0,47,165322011
20233,A,골목상권,3110858,신대방역 1번,68,491,130,1,0,0,102,370,138,4,8,0,0,47,165322011
20231,A,골목상권,3110859,난향초등학교,90,656,165,30,0,0,190,547,43,25,27,19,0,57,147976271
20232,A,골목상권,3110859,난향초등학교,90,656,165,30,0,0,190,547,43,25,27,19,0,57,147976271
20233,A,골목상권,3110859,난향초등학교,90,656,165,30,0,0,190,547,43,25,27,19,0,57,147976271
20231,A,골목상권,3110872,신림초등학교,201,1419,148,6,0,0,801,659,77,0,26,10,0,44,114545441
20232,A,골목상권,3110872,신림초등학교,201,1419,148,6,0,0,801,659,77,0,26,10,0,44,114545441
20233,A,골목상권,3110872,신림초등학교,201,1419,148,6,0,0,801,659,77,0,26,10,0,44,114545441
20231,A,골목상권,3110873,당곡중학교,324,2027,769,40,3,14,233,1731,676,92,58,49,14,55,183645704
20232,A,골목상권,3110873,당곡중학교,324,2027,769,40,3,14,233,1731,676,92,58,49,14,55,183645704
20233,A,골목상권,3110873,당곡중학교,324,2027,769,40,3,14,233,1731,676,92,58,49,14,55,183645704
20231,A,골목상권,3110926,신중초등학교,180,708,415,262,118,165,11,164,266,332,239,172,484,85,518590148
20232,A,골목상권,3110926,신중초등학교,180,708,415,262,118,165,11,164,266,332,239,172,484,85,518590148
20233,A,골목상권,3110926,신중초등학교,180,708,415,262,118,165,11,164,266,332,239,172,484,85,518590148
20231,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),320,2005,593,38,15,0,317,1609,487,96,94,38,10,55,169991144
20232,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),320,2005,593,38,15,0,317,1609,487,96,94,38,10,55,169991144
20233,A,골목상권,3110900,낙성대역 1번(관악구민 종합체육센터),320,2005,593,38,15,0,317,1609,487,96,94,38,10,55,169991144
20231,A,골목상권,3110983,국립국악고등학교,192,1307,340,34,23,4,18,409,547,554,95,44,41,55,291817601
20232,A,골목상권,3110983,국립국악고등학교,192,1307,340,34,23,4,18,409,547,554,95,44,41,55,291817601
20233,A,골목상권,3110983,국립국악고등학교,192,1307,340,34,23,4,18,409,547,554,95,44,41,55,291817601
